path,sha256,bytes
models/per_fold/M3_ebv/M3_ebv_rep2_fold2.pt,98b41d109f6d841588b492f7e2157345fd2867400fb812335337f146678b7fd1,1913938
models/per_fold/M3_ebv/M3_ebv_rep2_fold3.pt,e06202c104bbf39b7b35cfae898e545966043bcdf89bc02f7b1bd0189a6ced2d,1913938
models/per_fold/M3_ebv/M3_ebv_rep2_fold4.pt,769877511c9f298a4a60a1177bf0e0a7d7076b6415526c3b060b7582ba09bc52,1913938
models/per_fold/M3_ebv/M3_ebv_rep2_fold5.pt,4b576ac8fb8f855f3f0d2096f5cc1c3e787cfcb327305c112c9abbc5ab5ad7ee,1913938
models/per_fold/M4_subtype4/M4_subtype4_rep1_fold1.pt,ae1b1cee369695100c0ad9bd13286e15d51badbbb499449faddf5afe4e64d84e,1914594
models/per_fold/M4_subtype4/M4_subtype4_rep1_fold2.pt,52d344eeb4188a3f6d1723a8d88ad7fc85584b622ca459c5343c92f7201520da,1914594
models/per_fold/M4_subtype4/M4_subtype4_rep1_fold3.pt,e9e5b6da812a7866df1dafffe099e54557a2a1362d0d3e138f6e4d80ba839033,1914594
models/per_fold/M4_subtype4/M4_subtype4_rep1_fold4.pt,4a8da8684a35b35e20c991f316754f56011e0ce3c9d686d58a9901398eae638c,1914594
models/per_fold/M4_subtype4/M4_subtype4_rep1_fold5.pt,20770fe5329d9482b45b6faebd7713ea54c401350a8e705dad3c9745b809b713,1914594
models/per_fold/M4_subtype4/M4_subtype4_rep2_fold1.pt,3b004e4d945d708ca41ab6bffa1639bf90648bd3ed078ac0dc9eadf8dea3af61,1914594
models/per_fold/M4_subtype4/M4_subtype4_rep2_fold2.pt,ba76a4c3c6542063db1ddad064878096b07928d59a2bc6d5a3a7ad5359e29b8d,1914594
models/per_fold/M4_subtype4/M4_subtype4_rep2_fold3.pt,125f2f57415647393b149307fa10ca3aa18315bf7b64fbe7cd0e71f2add9a95f,1914594
models/per_fold/M4_subtype4/M4_subtype4_rep2_fold4.pt,cc5ee0cf5df2ece50cca1dc415fb45a5d35317979a76720d7cf5e08a7b6dbf3e,1914594
models/per_fold/M4_subtype4/M4_subtype4_rep2_fold5.pt,02d902a2674693ea644f16356c42d885ad4cec54c106b38c5eea1b9a2d90cb98,1914594
models/per_fold/M6_survival/M6_survival_fold1.pt,185dfa9e1b0f6405f5fe57904ec714846215d4589462ed7f8b2eb4ada1cc634f,1846072
models/per_fold/M6_survival/M6_survival_fold2.pt,1d660587cb2217f4cc0d6615d43a5641f0fda4ac8e92c392412c8620a16c8ea5,1846072
models/per_fold/M6_survival/M6_survival_fold3.pt,8871cf481aafd3490b69a44e62b59501b1679eaea93b7fda36223ab34c2f1fbe,1846072
models/per_fold/M6_survival/M6_survival_fold4.pt,7d801840e57160b1091c1b09623db6f53e5ef203ff00146555d60452b5cf0836,1846072
models/per_fold/M6_survival/M6_survival_fold5.pt,397ea9b9d609187d5970531070d705fef5c3fdc601f8fc4ad9416466c1ae17ed,1846072
models/per_fold/M5_clinical/M5_clinical_fold1.joblib,5791d0363d792a6bb95c5b531a9221b2bbf028268fa39539049ca657a073f6a2,7407
models/per_fold/M5_clinical/M5_clinical_fold2.joblib,fe01ae7907d049ee4d2d55443185fd1fceae7a5a85ca066362e0bd2686a0e0b8,7407
models/per_fold/M5_clinical/M5_clinical_fold3.joblib,6fe5c59e43df476293b68ec9e4e3f44a51bdbde293c6f4aff81824e56c9c6003,7407
models/per_fold/M5_clinical/M5_clinical_fold4.joblib,35ebfbb4451116d7c7cd9f9c7458bd5cb2b3b6f6b81716d08537491579b15a03,7407
models/per_fold/M5_clinical/M5_clinical_fold5.joblib,aeaf90fb040afcc55876e483e3fba6383c02874a747aa780c0cd3187a02c23dc,7407
models/per_fold/M6_survival/M6_survival_fold1_pca_cox.joblib,098511bf44807f596b20d70b4331271a0bbffd642b9c9b97c47a222ad0c7f17b,52486
models/per_fold/M6_survival/M6_survival_fold2_pca_cox.joblib,4657c3763842c76b14ff7e0e246b6b0b43d406acec0275d8efc00695f7ba251d,63878
models/per_fold/M6_survival/M6_survival_fold3_pca_cox.joblib,18c133c794fa22abfea7deddc639df61ca80c94d73d895c3d242e3eb177cb7a9,64886
models/per_fold/M6_survival/M6_survival_fold4_pca_cox.joblib,847a36144a3523d606b72af1ab82c28c19cfc21fcfbc6ae04f6cc54b4d645161,64798
models/per_fold/M6_survival/M6_survival_fold5_pca_cox.joblib,05c5899a1d8ad2a86b650134ceb3113cf78265ab79bb36dbd93fac7667be123d,64238
src/__init__.py,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
src/abmil.py,59323b10a18705595294f6b5e99037d6e1ea10e392c767c002eccaf9130b3919,1906
src/agent.py,3f76b0e662df574d17dd462c323da9196b5304e4378080a7dbd7a0e61f77c79b,6968
src/deepseek_client.py,1ba25dc3821191d6a58957f8984ea0ef38ab85f3f165bfaea87a049a8e460320,3995
src/feature_loader.py,d4af62d1b48ded6af527387f074aea265fc3a41339911b97d4da229bd5f09a6a,7919
src/friday_client.py,be4b95bcc9f43bcd29f154706c3b67aa433746bc63bf592c52bbe95d6cdc89e1,6628
src/train_abmil.py,022af5ea48c1d44537782c75f3b5085b30b0d5703adb3dcdb623dc9b037af714,11956
src/train_clinical.py,3b4530d683d58b25d8c9b7d1fa03d714877faccba196d797432ebef6da2b5bf0,7845
src/train_multitask.py,302b3c5366471130b6d2bba338047f8739016e2a100eaeead5115f303386f2c7,16546
src/train_survival.py,5208928a926c6a3f8adf17cfe8c934298515eb8d50e48dd3faa39614b0bbee89,13348
attach_gdc_slide_metadata.py,4bcaed77a424e82837fa442727ea128f6b69169c5b1e4c92221b288a87280603,6135
audit_first_stage.py,dc546184ced54c5bbb2851fccc2aa2ee7045494adf0f3d5f620e46de3fde3289,33859
audit_tcga_feature_h5.py,15ebb9fd893310bfba56fb3a5f1b877b4bbe0dc29357bf58e9d412f703ae4c58,3959
build_clinical_from_cbioportal.py,19a965798167bf4d369b56e6ffa81170fdc1dd1793ed55e3619f1078ad9ec3ce,4928
build_tcga_label_table.py,97734965b2764d9646ee0e434e2682258b45ae441d80b40bbbb2796ffdf3f5d9,4524
complete_computer_improvement_deliverables.py,b83becb220661f3683960d05a6f65711e870f546b4ee8e0f7686c0d95d98e735,46631
eval_cptac_features.py,b7062c987a5c925cddc224e17b222d996e897a984ca060abe460e57aac0a172f,17596
extract_cptac_features_multigpu.py,b4cf4aeddf738ed4f5c5846d79b4539a6dd5d553cc24b50dfbc3dc5e2b71cf48,10926
extract_cptac_uni2h_20x256.py,4770563e898ec4e847f36ef484f38b311f46acbd0b58eb10bf1889bedfc185e5,12240
finalize_delivery_materials.py,59276ef2af3e0163773d9d80e2f60eb67b62a9b0c7b66efb10545a6ea7e17d83,22414
generate_cluster_numeric_evidence.py,37361755f86fd0787f8df6802f66a0bdda5bd4ce6c412e4c39670879252cf37d,5774
generate_cpu_supplement.py,9d3fecf686c4c461ac38773cbf8e24d927c348853cfa39e5407aca6457e0f707,18511
generate_missing_materials_followup.py,72fde94d781298cd235dda4543802302982102ce0c70ead18921ad5bbec612f9,20033
generate_visual_evidence_package.py,07f3b3fdec7dc56c38497681b39d901f6c1cfde69a7d833bfa9cddf7ef8b8a51,12245
plot_cptac_feature_results.py,46749a8f32afa8fa5402c3b9e0561d22f4b5e84c8dac885722a79f7d327073c0,16391
run_agent.py,a7d24c066b13dae3a83797eaec4e35f30a551f5ec0f89dc5d13ac980ca6f983b,5775
run_agent_no_leakage.py,fdd873205c6a3f473cdd316326b46f54f78b5504330ca43b599ad0cf415f3701,11376
run_agent_panel.py,3d85c40d8b37c8cc78981d3f742c041c793ea4d2cda407c556e4fb0f0a5bf4b8,11871
run_cptac_external_multigpu.py,678142070a23e33b6328bc4a05aaa40f4a24255587fb3206c6b9298c258e3d93,17791
run_plots.py,f58ae3f555b5b900f94818044f883522d5134e4f86c4e35e11cb1e651fbd63e8,7890
run_plots2.py,73cfb23b855cd8e58bed49e0608323d529004c4f4df4656fafd2c2d827c14370,5238
run_pooling_baselines.py,8458f42373bb2a927a77f74800f0101777ac05c2fcc09e6a6d6369e24508b74a,8020
run_threshold_eval.py,863668e8eb923f5eda056e96dae5fd4e094fb6900a0404a950fb2e6890f4addf,5126
train_missing_gpu_models.py,1276ce6af4d9627aedb8035575ce97805b129faa311c4e12e4c4e001a2159988,18494
run_all_gpu_tasks.sh,a0fc724a466ab3e9e98af452f25a5849bc4fc2b1d95c6aa54e27f07e3cd352a1,18819
run_cptac_feature_inference.sh,c573c7d24633ce4136184ca48830de652b8d78ccdc97adba76b34afa780a54f9,1393
run_cptac_feature_inference_4gpu.sh,932e103cbbaa92a2d9f0d9f96c83148ed1ff92b97d5ac41700e8521d24034e1d,5423
run_gpu_deliverables.sh,aff669282b7b694719c3226b84b5086c4875ca046ac11f0ae90f64c8113295f5,15777
run_gpu_trainall.sh,21b484f22af716cc42e6bd7a108f4bf9072fa2c6f63b8e28eb468e67f2b515f5,2544
run_internal_public_retrain.sh,2f7d3b12925c4c7bc1c74f74a22bbc640e7819360ba784571dd4591b2344267f,1364
run_missing_materials_4gpu.sh,9ec29771ac9e24c67db7f24342e39f088e13dc068ad8d52c6df9c4ca3bb948e7,6924
run_remaining_gpu_tasks.sh,365bf4dbd3216ee57c8e3d560533cda72f2683d27a24535117e89a651acd412a,4536
